x,y,AngX,AngKu,mvs,rms,tsoil
-107.914853439297,39.0395505224283,51.9172343337021,51.9337850812297,0.047706970696191,0.0117996514866376,0
-107.91490912846,39.0398171353481,52.5043396199992,52.5218985286636,0.0477165784053325,0.00357852892453807,0
-107.914964818104,39.0400837482147,53.070547038041,53.0950028425476,0.0440825684113619,0.0034964948613954,0
-107.914805488484,39.0376408013887,48.2221524216624,48.2402527923035,0.0461689201737699,0.00218004325538446,0
-107.914861175517,39.0379074144717,48.7475992741882,48.7619008905252,0.0415921143813896,0.00273292642571202,0
-107.915083928453,39.0389738662713,50.7724474791057,50.8023668162206,0.0464877583699774,0.00274725325009377,0
-107.915139617888,39.0392404790881,51.3541278815821,51.3793921796851,0.0445628716730546,0.00310097304188227,0
-107.915035972797,39.0370641453836,47.1415020203827,48.3177832619762,0.0535015225093398,0.00183802894176789,0
-107.915147347885,39.0375973712904,48.3138753697073,48.3177832619762,0.0460653430787197,0.00256892782824553,0
-107.915203036151,39.0378639841639,48.8555861491378,48.8558135867887,0.0403333006773684,0.00263182880937071,0
-107.915258724896,39.0381305969842,49.3465056262725,49.3518168117597,0.0522791340727407,0.00219055461850075,0
-107.915370103828,39.0386638224651,50.2709288307399,50.2946997582515,0.0540385508270536,0.00247722731766943,0
-107.915425794015,39.0389304351257,50.7911715658872,50.8193211998492,0.0428772333533858,0.00274636535704343,0
-107.915481484682,39.039197047733,51.3662226800596,51.3962682445767,0.0298468085046988,0.00986103098170814,0
-107.915099393777,39.0356876500651,43.9136379940318,43.9613318703288,0.109828988000552,0.00922666353765406,0
-107.915433517789,39.0372873274869,47.7995030691431,48.4171756272751,0.0510589417978115,0.00232613306963921,0
-107.915711967677,39.0386203905411,50.3343384998536,50.3538994153775,0.0529694292170365,0.00235988276423616,0
-107.915767659096,39.0388870029922,50.8203820456479,50.847748281476,0.0448140522044865,0.00255701466875065,0
-107.915823350995,39.0391536153901,51.3683097260636,51.4030695951583,0.0451957576338035,0.00314565187669814,0
-107.915385556707,39.0353776065768,43.2051452467885,43.2421186053796,0.0398452980797697,0.00540169271801128,0
-107.915441243593,39.0356442194573,43.8794393239711,43.9209277627751,0.0194928273486002,0.00988491661538356,0
-107.915831065246,39.0375105081303,48.4868500714042,49.0851878135908,0.0481692248190134,0.0025787302700119,0
-107.916165216828,39.0391101820593,51.3639383764132,51.4030695951583,0.0497756792282926,0.00236605816301194,0
-107.915671717173,39.0350675624665,42.5086270897449,42.5378886409665,0.0890774227230459,0.0101997324856898,0
-107.915838781527,39.0358674004797,44.5231497185474,44.5598406705015,0.0683957643331035,0.0114117474080419,0
-107.916228615167,39.0377336873137,49.1551164927474,49.1713433482496,0.0758698726604027,0.0110405950573987,0
-107.916562777025,39.0393333596663,51.8970050657091,51.9195136497413,0.0474663697937595,0.00234831741354008,0
-107.916618472349,39.0395999715386,52.4856507441342,52.5274585660146,0.0757217237947475,0.0112129928499705,0
-107.916674168155,39.0398665833578,53.092148640998,53.1253054378805,0.083833395094117,0.0107407333090774,0
-107.915957875176,39.0347575177341,41.8094669610536,41.8380461677691,0.0851052371211754,0.0105767409152074,0
-107.916848947053,39.0390233124341,51.3323355910589,51.9195136497413,0.0446758163557241,0.00274732690865883,0
-107.916904643129,39.0392899241503,51.8729484962954,51.9195136497413,0.0482088456399133,0.00233865657309424,0
-107.916960339686,39.0395565358131,52.4678875270014,52.5099918676444,0.0159496662139262,0.0110301423578441,0
-107.917016036723,39.0398231474228,53.0865871977354,53.1253054378805,0.163600382155953,0.00843989708580572,0
-107.917302206542,39.0395130990998,52.4515120476476,52.4937009744475,0.0415965452006219,0.00329440652010968,0
-107.917357904811,39.0397797104999,53.0697757155616,53.1129106972003,0.168304251916247,0.00840421678961129,0
-107.917644072917,39.0394696613986,52.4349206733451,52.4784401244678,0.0460556191932019,0.00279347193753423,0
-107.917699772419,39.0397362725892,53.0447121081133,53.0907365604017,0.152005787741951,0.00859549609896046,0
-107.918041639546,39.0396928336905,53.0126577563002,53.0614869101203,0.140016187901143,0.0088019306550834,0
-107.918383506192,39.0396493938041,52.9750937427134,53.0250099026865,0.0808460390460177,0.0109538686659432,0
-107.918725372358,39.0396059529298,52.9441634110499,52.9903823716977,0.0129888007916034,0.0113208921816466,0
-107.918781076036,39.0398725634384,53.5500464840766,53.5760893209594,0.150036966012322,0.00866841546822691,0
-107.919067238043,39.0395625110676,52.931446613833,52.9716779144548,0.0460828350291627,0.00287634074175192,0
-107.919122942954,39.0398291213667,53.5318269659548,53.5760893209594,0.137742558929096,0.00884806369577317,0
-107.919409103247,39.0395190682176,52.9275099011768,52.966479857984,0.04324377159309,0.00324520790526909,0
-107.91946480939,39.0397856783072,53.5197224884041,53.5642015246218,0.135176263290349,0.00896297258937994,0
-107.918469830985,39.0333435824376,38.4151554669885,38.4712475692819,0.0555247023560812,0.0016751243227154,0
-107.918525527308,39.0336101935428,39.1984349902665,39.2599027223844,0.0533160344904682,0.00141827918095351,0
-107.919138218566,39.0365429121841,46.9255916630764,46.9505845300598,0.0575612703789964,0.00110366504696281,0
-107.919750967971,39.0394756243798,52.9147319527221,52.9581690169255,0.0345929551650119,0.00897908138474118,0
-107.918811666894,39.0333001424318,38.4524237694879,38.4712475692819,0.239575847604952,0.00720871145228633,0
-107.918867364448,39.0335667533274,39.2433891961614,39.2599027223844,7.95359286303749e-06,0.0640808209291056,0
-107.918923062483,39.0338333641698,40.0335941638199,40.1024385372465,0.0521384097394387,0.00116282790111559,0
-107.920037124088,39.0391655698305,52.265097573886,52.3109767442942,0.0500588990795356,0.00233834798434711,0
-107.920092832214,39.0394321795542,52.888937574148,52.9373652631393,0.0612296735202397,0.0117187681279809,0
-107.919153502322,39.0332567014383,38.4951637965206,38.5139518848534,0.0505942468276265,0.00158342469586171,0
-107.919209201108,39.0335233121244,39.2895623826329,39.3072487076055,0.0497593469382272,0.0013220686246049,0
-107.920434695977,39.0393887337407,52.8586912247062,52.9097632010555,0.119788477499203,0.00930172542893988,0
-107.919606737785,39.0337464803571,40.135798983196,40.2049267453262,0.0515731462958261,0.000995652675299789,0
-107.920163769196,39.03641258166,47.0837707810774,47.0956929471548,0.239575847604952,0.00720871145228633,0
-107.920720848668,39.039078677635,52.2414070578997,52.2853737243979,0.0504839331200392,0.00254341372724798,0
-107.920776559259,39.0393452869394,52.8326719513855,52.8849097877212,0.163829666703832,0.00841072322785783,0
-107.919948574716,39.0337030369693,40.1850337002635,40.2049267453262,0.049366388310638,0.00106520485447287,0
-107.921062710237,39.0390352300555,52.2498837663712,52.2911250626493,0.0205294184574317,0.0107826318810385,0
-107.92111842206,39.0393018391503,52.8139819639498,52.8667280394423,0.170451542538348,0.00835813398419776,0
-107.920290411166,39.033659592594,40.2384893600065,40.2571075854943,8.91541374104722e-06,0.0539260908931573,0
-107.921404571326,39.0389917814882,52.2743065223949,52.312022260495,0.100916535820747,0.00997858314733972,0
-107.921460284381,39.0392583903734,52.8041737550455,52.8566965217183,0.130298088973301,0.00902482269244135,0
-107.920632247135,39.0336161472309,40.3013648392503,40.3178865063476,0.239575847604952,0.00720871145228633,0
-107.921690718127,39.0386817232042,51.7447337957656,51.7755694591624,0.0452290425421282,0.00283572320437831,0
-107.921746431933,39.0389483319331,52.3121670704103,52.3485957762541,0.11746661342678,0.00931417274924179,0
-107.92180214622,39.0392149406086,52.8060276381445,52.8580029727769,0.111219987618442,0.00954320022147414,0
-107.922032577022,39.038638272871,51.7914117467636,51.8239132530422,0.0101861887202227,0.0121544525393387,0
-107.92208829206,39.0389048813902,52.3509787537868,52.3914456011067,0.128631408937361,0.00900849484257602,0
-107.922366874464,39.0402379231868,54.3229609657091,54.3656006089139,0.0177069368468456,0.0112021716404768,0
-107.922318719646,39.0383282131871,51.2094919278131,51.2421113366231,0.0323312060574112,0.00622307792673658,0
-107.922374435436,39.03859482155,51.8274773079742,51.8657468913869,0.0620340144866506,0.0117532275211499,0
-107.922430151706,39.0388614298596,52.3756269632479,52.4241889877047,0.106109414527875,0.00968849719216014,0
-107.922660576348,39.038284761088,51.2543926398961,51.2873929797029,0.0205731690792494,0.0111442488501303,0
-107.922716293369,39.0385513692412,51.8500197592803,51.8942202756803,0.103037212763451,0.00984847692007951,0
-107.922994885689,39.0398844092076,53.9210964849401,53.9852043990259,0.0314237397658619,0.00919770935166374,0
-107.923050605596,39.040151017041,54.31142892786,54.3862910694434,0.0194684128013905,0.0105141123128558,0
-107.922946714795,39.0379747000043,50.7145173567279,50.7467048737966,0.0580552754732194,0.00184348153887126,0
-107.923336749302,39.0398409548627,53.9122658681184,53.9739650799718,0.04590233941876,0.00418260435136749,0
-107.923392470441,39.0401075624864,54.3414926257515,54.3862910694434,0.0163170236519374,0.0110192535866137,0
-107.923288569303,39.0379312461393,50.7669038443416,50.8028220233621,0.0511791989248219,0.00216278162120552,0
-107.923678612434,39.03979749953,53.9261270644621,53.9743142982153,0.0266564473493804,0.0104946599825776,0
-107.923734334805,39.040064106944,54.3955477111042,54.4304250975005,0.0143601490026925,0.0111350850309651,0
-107.92363042333,39.0378877912866,50.8115582822522,50.8509472470928,0.0174830401078914,0.010967278091684,0
-107.924020475086,39.0397540432095,53.9927295753663,54.0204053295483,0.0406424661683067,0.0051579517184958,0
-107.924076198688,39.0400206504138,54.4505847131781,54.4932038369124,0.0189963396979554,0.0110024795876399,0
-107.923916555888,39.0375777280251,50.2709228382024,50.3103441223138,0.0469211800180081,0.00199746406912463,0
-107.924306612902,39.0394439788533,53.6017477986948,53.6307548914635,0.0444232844269316,0.0030682068108232,0
-107.924362337256,39.0397105859012,54.0952342200385,54.114788651104,0.0307490756233991,0.0103941498035482,0
-107.924418062091,39.0399771928958,54.5077162287695,54.5500714456032,0.0193412159374057,0.0105715287003073,0
-107.924648473359,39.0394005207669,53.6849121847648,53.7143515403992,0.0238767144823544,0.0108566372652815,0
-107.924704198945,39.0396671276051,54.1875564605399,54.2149891808615,0.0139435955871579,0.0116391645392279,0
