"x","y","AngX","AngKu","HHx","HHku","VVx","VVku","Volxh","Volkh","Volxv","Volkv","GXh","GKh",""
-107.911546081973,39.0405180038355,52.7734274032279,52.7809129987701,-7.47272617238279,6.41005995954106,-13.9446980754289,-13.5723509976109,0.0489556670435385,0.140691711943519,0.0521363570486737,0.149460816609939,0.129992552934381,4.23458974520899,65
-107.910830147353,39.0354088933455,42.0532782608597,42.0761530281213,-9.45354458685348,-0.770120430264848,-12.6120540310713,-13.1332377616896,0.0701603890104804,0.208937934766786,0.0725920070828122,0.215898081568243,0.0432480940264344,0.628568122917006,66
-107.911331193825,39.0378084328112,47.808491366814,47.8619796474886,-9.34117986959377,2.38683250423211,-14.0497036762038,-13.8773565748189,0.0590059924530804,0.172289715899986,0.0618949886467941,0.180399172738782,0.0573749883881166,1.56025020532725,67
-107.911386868056,39.0380750480414,48.383339257124,48.447473154156,-4.65761134688228,3.7164959150519,-6.98441750987362,-7.09309676159263,0.0578744075468393,0.168597075856926,0.0606619602225216,0.176420583576005,0.284293178030911,2.18455281377447,68
-107.911665246415,39.0394081233944,50.8512845806849,50.8747803285813,-9.16318942736758,5.33556864379945,-18.6292613870847,-15.6885858983061,0.0528283319056226,0.15282644298184,0.0558402329699146,0.161195643762329,0.0684214754514175,3.26348034897661,69
-107.911720923528,39.0396747383054,51.3189657173947,51.3578938594882,-7.92227105973772,5.63122765388469,-13.1065972430913,-13.2283510302954,0.0517534478749877,0.14944266209523,0.0547994847783174,0.157899722547614,0.109598010090707,3.50753885526074,70
-107.911776601121,39.0399413531632,51.7945296347429,51.8411663389932,-7.90439767116112,5.93269356682075,-13.667499490263,-13.1475385008015,0.0507390619899437,0.147024296187097,0.0538209795693469,0.155614378241669,0.111277806178908,3.77282487696846,71
-107.911832279194,39.0402079679677,52.2741012671425,52.3190956264096,-7.60014434312161,6.41223455923528,-13.0833104499137,-13.367848630524,0.050033895310674,0.14379101014441,0.0531744511825622,0.152469986441676,0.123740411865092,4.23368178688463,72
-107.911887957748,39.0404745827191,52.7492122041897,52.7809129987701,-7.63353414946654,6.41005995954106,-14.3648704963652,-13.5723509976109,0.0490228251701675,0.140691711943519,0.0522020476458454,0.149460816609939,0.123420577994566,4.23458974520899,73
-107.911999316295,39.0410078120622,53.6583829113892,53.659237241222,-7.23180072314173,7.54447991581301,-15.3155395699145,-13.1440754481931,0.0471211068298559,0.134981131628622,0.0503744684337786,0.14391502719938,0.142034808709883,5.54632238549139,74
-107.911171999236,39.0353654752189,42.0485555889497,42.0699235559864,-7.73840084534351,-0.851910248334633,-9.90958096748085,-12.5738950398345,0.0701792716371834,0.209025514266243,0.0726088916463802,0.215980188468617,0.0981501051290632,0.612855551010844,75
-107.911227670377,39.0356320907186,42.712275422984,42.7329023298611,-9.49473794931611,-0.420868794896616,-13.0291699025149,-13.1846702114693,0.0689105231398974,0.20486135773322,0.0714066286220379,0.211991040420784,0.0434273520230028,0.702777583455904,76
-107.911283341999,39.035898706165,43.3812791183622,43.4071984184052,-9.42158170611066,-0.115007875440188,-12.7087802397226,-12.2972421791611,0.0676822296078984,0.200722733507693,0.0702504563092868,0.208039937530726,0.046563987673355,0.773143285823245,77
-107.911394686683,39.0364319368984,44.6738733015635,44.701051680698,-9.97733088019002,0.642494148630664,-13.9771809354538,-13.8781027416784,0.0654598094282673,0.193328523139983,0.0680530705894046,0.200678648756493,0.0350635310121076,0.96611450875919,78
-107.911450359746,39.0366985521852,45.3026340331268,45.3221868238744,-10.4052843693295,0.937457379044752,-14.9549027091661,-14.3294358824788,0.0641145644280145,0.188997986535935,0.066770277002935,0.196506925953906,0.0269756161587469,1.05192759591386,79
-107.911506033288,39.0369651674189,45.9306567902076,45.9456854657511,-9.04636815043064,1.24347486084184,-12.9801514200223,-13.4805659903732,0.0629088604293871,0.185041930256962,0.0656270578338996,0.192706946427551,0.0616467185867609,1.14647743194017,80
-107.911561707311,39.0372317825993,46.5516110917923,46.572077224224,-8.84332486912656,1.31788517410723,-13.0648085163777,-13.902406798857,0.0615938813067144,0.180964466760466,0.0643643883307134,0.188778890812663,0.0689232480211946,1.17356518773383,81
-107.911673056797,39.0377650128006,47.7216970292433,47.7729953792272,-9.40343497354708,2.55628195114081,-14.4916123542754,-14.1714769375919,0.0591959046805377,0.172917250563875,0.0620792474793679,0.181005675863571,0.0555286822411878,1.62855756502524,82
-107.91172873226,39.0380316278215,48.271299529959,48.3324046786557,-8.1798860675616,3.24651055743777,-12.3404587084607,-11.6664438797966,0.0581203377795671,0.169401230720393,0.0608983289140912,0.177200263132508,0.0939384042372321,1.9423903579761,83
-107.912007116781,39.0393647021276,50.8430465311135,50.8747803285813,-8.52914201998232,5.33556864379945,-15.721294672408,-15.6885858983061,0.0528632121500143,0.15282644298184,0.0558732696118003,0.161195643762329,0.0874458746386144,3.26348034897661,84
-107.912062795125,39.0396313168292,51.3325281146624,51.3578938594882,-7.84536072350356,5.63122765388469,-13.0545411048141,-13.2283510302954,0.051717944985195,0.14944266209523,0.0547593091158373,0.157899722547614,0.112516379169234,3.50753885526074,85
-107.912118473951,39.0398979314776,51.8186372272154,51.8411663389932,-7.59142622839077,5.93269356682075,-12.9089673242554,-13.1475385008015,0.0510319144025656,0.147024296187097,0.0541347888953417,0.155614378241669,0.123091581177255,3.77282487696846,86
-107.912174153256,39.0401645460728,52.2957706872082,52.3190956264096,-8.00828436785111,6.41223455923528,-13.5479267373793,-13.367848630524,0.0500025619433027,0.14379101014441,0.0531437628053766,0.152469986441676,0.108184719772283,4.23368178688463,87
-107.912229833042,39.0404311606148,52.7562442258267,52.7829928990101,-7.63089893540889,6.87158663462917,-13.993065166176,-13.5375622779946,0.0490652045330141,0.1407204261328,0.0522471374338688,0.149488694629237,0.123482865671065,4.72512897666101,88
-107.912285513308,39.0406977751035,53.1971692655828,53.2443838281528,-7.65029991063982,7.03228706810981,-14.9571549128816,-13.5465499303612,0.0481224570277152,0.137767176945671,0.0513404350850953,0.146623657363543,0.123656518741686,4.91150413023792,89
-107.911458178745,39.0350554407611,41.3801561109536,41.4113689661085,-10.634928903379,-1.68749129642088,-15.7857797131021,-17.3111767120986,0.0710995603531415,0.212264987929382,0.0734513964133036,0.219010811433524,0.015299120102128,0.465768072612356,90
-107.911513850639,39.0353220561046,42.0381215438632,42.0630410953393,-7.43762296610489,-0.794474942707613,-10.0180629721616,-10.3662454632087,0.0698996892685509,0.208302917997412,0.0723152557030284,0.215223916890049,0.110500796810394,0.624519689246553,91
-107.911569523012,39.035588671395,42.7007394720526,42.7252404699492,-8.806747481386,-0.386696504870619,-12.0685564361273,-11.802315529738,0.0689494107871981,0.204933752814843,0.0714432993802035,0.212056947917511,0.0626716091551301,0.709875080601293,92
-107.911625195866,39.0358552866321,43.3588286042793,43.3865494989935,-10.3865285853971,-0.423039963758746,-14.0840150336834,-13.6040506089608,0.0677311362701754,0.200853112763983,0.0702964947178967,0.208160338083671,0.0237532842378957,0.706332185797649,93
-107.9116808692,39.036121901816,44.0105725759807,44.0394590426033,-9.78915137742187,0.167905042726259,-13.0879674373886,-13.4151657010256,0.066725847719009,0.19757228698487,0.0692848832187724,0.204845706089009,0.038248905478811,0.841846361317455,94
-107.911736543014,39.0363885169467,44.66174233093,44.6862452502903,-9.95323927073683,0.488094832275921,-13.7159417969835,-13.5984693274338,0.0654842637935855,0.193446465320785,0.0680743710682461,0.200787892806688,0.0355982591221228,0.925500449623703,95
-107.911792217309,39.0366551320242,45.3150267605161,45.3316806050205,-10.1206579883216,0.777756993815015,-13.9453418473252,-14.4148610577985,0.0640912521170511,0.188979286078755,0.0667453896274168,0.196484599648068,0.0331687335357834,1.00714332272113,96
-107.911847892083,39.0369217470485,45.9584925184557,45.970710990797,-8.48184572954188,1.04135365943437,-12.4186747481457,-12.9166576579202,0.0628632881241742,0.184937138635822,0.0655817047963017,0.192602870630226,0.0789821676328585,1.08603305557848,97
-107.911903567338,39.0371883620196,46.5710432718273,46.5868776791888,-5.77244446705887,1.85510129727389,-8.22430725753077,-10.7182657432905,0.0615649749426194,0.180910913504068,0.0643353298131878,0.188723362589427,0.203136007559564,1.35197604635467,98
-107.911959243073,39.0374549769375,47.1404037888327,47.1662568148223,-9.03169440012,2.24345012572332,-14.0691210503513,-14.6104106199875,0.0604476674191179,0.17704794250102,0.063273948326486,0.18499480142465,0.0645294662551656,1.49922607166682,99
-107.91212627316,39.0382548213719,48.7451429203395,48.7859166481855,-8.0395247370934,3.75027525760876,-12.6661987449887,-11.9817480106315,0.0571626039722342,0.166470594380958,0.0599829136786871,0.174370851882848,0.0998908624043086,2.20505341467361,100
-107.912293307569,39.0390546653275,50.3290454758769,50.351746182434,-7.90051392397673,4.65295170581253,-13.2628710613866,-13.8419021893001,0.0540107357101003,0.156306499355768,0.0569789322390006,0.164547474077561,0.108151083411684,2.76310403359035,101
-107.912348986665,39.0393212798729,50.8339220940138,50.8673833756485,-7.84409030484729,5.17341210082637,-13.3555245672693,-13.391584588558,0.0529337890362494,0.153020965874375,0.0559450074576868,0.16138280966446,0.111348584743073,3.13808003108974,102
-107.912404666243,39.0395878943651,51.3313467952892,51.3637621014894,-7.54027869421364,5.60791676755677,-12.5409512520079,-13.0768546281984,0.0520788885334722,0.15022514552752,0.055139864513416,0.158715691662879,0.12410740956815,3.48717999944011,103
-107.9124603463,39.0398545088041,51.8226322273238,51.8537569205043,-7.67868829719709,5.86495183490286,-12.6838788226538,-12.9757625469467,0.0510409505878595,0.146978798314511,0.054143654346289,0.155568030482565,0.119618825026184,3.71220251744041,104
-107.912516026838,39.0401211231899,52.3049992419801,52.333948474807,-7.75413617914014,6.2372156534279,-13.8553003405191,-13.229463587378,0.0499971656031134,0.143726321341435,0.0531383729078989,0.152405359750701,0.117723424632478,4.06084346656474,105
-107.912571707856,39.0403877375225,52.7731135094782,52.7983199150035,-7.53997195601655,6.73994200437935,-14.6135632019294,-13.493593988687,0.0490417368470011,0.140720374645214,0.0522242200675976,0.149491854281927,0.127157005570226,4.57984699918314,106
-107.912627389354,39.0406543518018,53.2247219620003,53.2443838281528,-7.59575212757878,7.03228706810981,-15.363360489587,-13.5465499303612,0.0480751404303932,0.137767176945671,0.0512938424565228,0.146623657363543,0.125875001422431,4.91150413023792,107
-107.912683071333,39.040920966028,53.6638447931508,53.7476354021086,-7.11801820966063,7.41270292628725,-14.8743890231501,-12.8861428939907,0.0471395788219913,0.13447472091616,0.0503929217431199,0.143416350331104,0.147037596446107,5.37703138177829,108
-107.912794436732,39.0414541943206,54.5123139671733,54.5928339274012,-6.38583577639699,8.16553718400451,-13.9982345634121,-12.2026471379825,0.0459132483192447,0.130124822338131,0.0492733571197794,0.139290608471437,0.18392188781381,6.42458874616568,109
-107.912850120152,39.0417208083871,54.728059017745,54.7548898171569,-5.86340973990911,8.24745513889979,-14.4183940364359,-12.2313909970526,0.0454075254741198,0.128906239980002,0.0487820136486591,0.138110746854098,0.213806816038961,6.55061774847905,110
-107.911800028436,39.0350120208684,41.3472781633507,41.3797233459311,-8.04512894108975,-1.16989140494537,-11.5127598253172,-12.1584919237404,0.0711996531840739,0.212498387228644,0.0735477103022935,0.219232322246688,0.0856512796446472,0.551356496252264,111
-107.911855701561,39.0352786360026,42.02055844076,42.0477466774979,-7.82132008434435,-1.10645046695461,-9.70161489729228,-11.5307605731375,0.0699484936954822,0.208434139471343,0.0723611671673439,0.215347053324984,0.095197480619317,0.56666089258769,112
-107.911911375167,39.0355452510835,42.6885152879387,42.7135352758628,-8.13617217949,-0.640771605173843,-10.3218800925793,-12.5688223549773,0.0689910349824601,0.205054997695848,0.0714823928304935,0.212171581955583,0.0846059822598251,0.657770239451086,113
-107.912078398865,39.0363450960072,44.6633248355222,44.6818093277545,-9.46594548880336,0.264624987729509,-13.5516410851751,-13.8678261893004,0.0655042406432773,0.193525406261956,0.0680928078669421,0.200860929620811,0.0475808762062784,0.869301398204991,114
-107.912134074392,39.0366117108754,45.3350623613891,45.3486960311964,-9.86698220031991,0.630868177827488,-13.9629908028809,-13.9751176096408,0.0640675793315306,0.188889920883008,0.0667216847940219,0.19639276318688,0.0390426564527334,0.967453457413017,115
